data_sinal,prob_alta_proximo_pregao,real_alta_proximo_pregao,acertou,confianca
2026-02-24,0.489548,0,1,neutra
2026-02-25,0.557274,0,0,neutra
2026-02-26,0.529309,0,0,neutra
2026-02-27,0.531468,1,1,neutra
2026-03-02,0.570388,0,0,neutra
2026-03-03,0.537877,1,1,neutra
2026-03-04,0.332857,0,1,alta
2026-03-05,0.734365,0,0,alta
2026-03-06,0.614352,1,1,alta
2026-03-09,0.435458,1,0,neutra
2026-03-10,0.482745,1,0,neutra
2026-03-11,0.56462,0,0,neutra
2026-03-12,0.570754,0,0,neutra
2026-03-13,0.476823,1,0,neutra
2026-03-16,0.466131,1,0,neutra
2026-03-17,0.547826,0,0,neutra
2026-03-18,0.625816,1,1,alta
2026-03-19,0.349415,0,1,alta
2026-03-20,0.509868,1,1,neutra
2026-03-23,0.353732,1,0,alta
2026-03-24,0.599417,1,1,neutra
2026-03-25,0.565119,0,0,neutra
2026-03-26,0.469383,0,1,neutra
2026-03-27,0.514545,1,1,neutra
2026-03-30,0.446117,1,0,neutra
2026-03-31,0.487832,1,0,neutra
2026-04-01,0.606737,1,1,alta
2026-04-02,0.485383,0,1,neutra
2026-04-06,0.53094,1,1,neutra
2026-04-07,0.542082,1,1,neutra
2026-04-08,0.610557,1,1,alta
2026-04-09,0.485852,1,0,neutra
2026-04-10,0.551316,1,1,neutra
2026-04-13,0.551974,1,1,neutra
2026-04-14,0.606558,0,0,alta
2026-04-15,0.575636,0,0,neutra
2026-04-16,0.606304,0,0,alta
2026-04-17,0.52855,1,1,neutra
2026-04-20,0.552934,0,0,neutra
2026-04-22,0.516551,0,0,neutra
2026-04-23,0.509062,0,0,neutra
2026-04-24,0.503304,0,0,neutra
2026-04-27,0.529233,0,0,neutra
2026-04-28,0.456792,0,1,neutra
2026-04-29,0.537974,1,1,neutra
2026-04-30,0.450921,0,1,neutra
2026-05-04,0.503947,1,1,neutra
2026-05-05,0.521453,1,1,neutra
2026-05-06,0.582094,0,0,neutra
2026-05-07,0.516024,1,1,neutra
2026-05-08,0.486115,0,1,neutra
2026-05-11,0.572418,0,0,neutra
2026-05-12,0.455559,0,1,neutra
2026-05-13,0.514584,1,1,neutra
2026-05-14,0.497777,0,1,neutra
2026-05-15,0.377925,0,1,alta
2026-05-18,0.458723,0,1,neutra
2026-05-19,0.463589,1,0,neutra
2026-05-20,0.487551,1,0,neutra
2026-05-21,0.589096,0,0,neutra
2026-05-22,0.537552,1,1,neutra
2026-05-25,0.51115,0,0,neutra
2026-05-26,0.516789,0,0,neutra
2026-05-27,0.479741,0,1,neutra
2026-05-28,0.464061,0,1,neutra
2026-05-29,0.532139,0,0,neutra
2026-06-01,0.548746,1,1,neutra
2026-06-02,0.482532,0,1,neutra
2026-06-03,0.473381,0,1,neutra
2026-06-05,0.48994,0,1,neutra
2026-06-08,0.307774,1,0,alta
2026-06-09,0.53525,0,0,neutra
2026-06-10,0.430011,1,0,neutra
2026-06-11,0.501578,0,0,neutra
2026-06-12,0.580611,0,0,neutra
2026-06-15,0.577113,0,0,neutra
2026-06-16,0.467317,0,1,neutra
2026-06-17,0.525511,0,0,neutra
2026-06-18,0.476804,1,0,neutra
2026-06-19,0.452313,1,0,neutra
2026-06-22,0.470336,1,0,neutra
2026-06-23,0.383778,0,1,alta
2026-06-24,0.458823,1,0,neutra
2026-06-25,0.538186,1,1,neutra
2026-06-26,0.393444,0,1,alta
2026-06-29,0.50933,0,0,neutra
2026-06-30,0.522958,0,0,neutra
2026-07-01,0.458026,1,0,neutra
2026-07-02,0.395977,1,0,alta
2026-07-03,0.519859,0,0,neutra
2026-07-06,0.512255,0,0,neutra
2026-07-07,0.429965,0,1,neutra
2026-07-08,0.445141,1,0,neutra
2026-07-09,0.477767,1,0,neutra
2026-07-10,0.481181,0,1,neutra
2026-07-13,0.498836,1,0,neutra
2026-07-14,0.512256,0,0,neutra
2026-07-15,0.519358,0,0,neutra
2026-07-16,0.472703,0,1,neutra
2026-07-17,0.483106,0,1,neutra
2026-07-20,0.519569,0,0,neutra
2026-07-21,0.527014,1,1,neutra
2026-07-22,0.486849,0,1,neutra
2026-07-23,0.527206,0,0,neutra
2026-07-24,0.482074,1,0,neutra
2026-07-27,0.49341,1,0,neutra
2026-07-28,0.4274,0,1,neutra
2026-07-29,0.47109,1,0,neutra
2026-07-30,0.476827,1,0,neutra
2026-07-31,0.58003,1,1,neutra
2026-08-03,0.525317,0,0,neutra
2026-08-04,0.559343,0,0,neutra
2026-08-05,0.520069,0,0,neutra
2026-08-06,0.494668,0,1,neutra
2026-08-07,0.522493,0,0,neutra
